Concentration,lat,lgn,Date
3776.13,0.323936,32.586429,5/23/2017
2793.95,0.323933,32.586399,5/23/2017
2667.66,0.323934,32.586402,5/23/2017
256.9,0.323921,32.586364,5/23/2017
654.04,0.323934,32.586368,5/23/2017
0.62,0.323922,32.586372,5/23/2017
439.3,0.323926,32.58638,5/23/2017
0.62,0.323934,32.586406,5/23/2017
302.59,0.323945,32.586399,5/23/2017
133.25,0.32392,32.586399,5/23/2017
5550.32,0.323927,32.586387,5/23/2017
4653.06,0.323929,32.586402,5/23/2017
170.02,0.323923,32.586395,5/23/2017
209.79,0.323924,32.586418,5/23/2017
210.77,0.323927,32.586399,5/23/2017
2743.26,0.323921,32.586402,5/23/2017
4612.52,0.323911,32.586399,5/23/2017
3102.89,0.324393,32.586158,5/23/2017
247.09,0.327837,32.587345,5/23/2017
15.9,0.334134,32.587585,5/23/2017
315.12,0.338716,32.585666,5/23/2017
3535.52,0.342407,32.589237,5/23/2017
3513.67,0.346549,32.587997,5/23/2017
2784.38,0.348739,32.586875,5/23/2017
1311.02,0.348755,32.585823,5/23/2017
209.66,0.348823,32.585857,5/23/2017
2566.28,0.349299,32.585704,5/23/2017
862.04,0.35265,32.588161,5/23/2017
2004.56,0.353449,32.586322,5/23/2017
3057.57,0.354525,32.584663,5/23/2017
248.78,0.356985,32.582935,5/23/2017
2237.22,0.356994,32.582931,5/23/2017
982.71,0.356988,32.582946,5/23/2017
1240.05,0.356707,32.582717,5/23/2017
399.53,0.354966,32.582164,5/23/2017
665.26,0.352618,32.581039,5/23/2017
1137.8,0.352136,32.580703,5/23/2017
563.81,0.347731,32.578384,5/23/2017
524.65,0.341826,32.576553,5/23/2017
3763.29,0.340017,32.573902,5/23/2017
2039.28,0.336264,32.573135,5/23/2017
2916.42,0.333734,32.573234,5/23/2017
727.42,0.329333,32.572059,5/23/2017
1045.77,0.328007,32.57027,5/23/2017
2472.14,0.32006,32.56908,5/23/2017
1188.06,0.317277,32.568138,5/23/2017
859.01,0.314485,32.567466,5/23/2017
3332.13,0.314482,32.56744,5/23/2017
395.8,0.314518,32.56739,5/23/2017
975.46,0.314494,32.567405,5/23/2017
583.58,0.314425,32.567432,5/23/2017
786.46,0.314465,32.567413,5/23/2017
4065.85,0.317664,32.570629,5/23/2017
1892.1,0.316817,32.571804,5/23/2017
4147,0.317943,32.577045,5/23/2017
1321.22,0.316669,32.578605,5/23/2017
3088.87,0.31656,32.578693,5/23/2017
1080.26,0.316751,32.57846,5/23/2017
837.73,0.316702,32.578239,5/23/2017
1015.77,0.316702,32.578239,5/23/2017
445.43,0.316565,32.578495,5/23/2017
2224.68,0.316565,32.578495,5/23/2017
500.23,0.316542,32.57891,5/23/2017
2400.97,0.316542,32.57891,5/23/2017
1083.9,0.316542,32.57891,5/23/2017
2305.47,0.316542,32.57891,5/23/2017
1974.66,0.316542,32.57891,5/23/2017
1121.76,0.316542,32.57891,5/23/2017
398.97,0.316542,32.57891,5/23/2017
1992.83,0.316542,32.57891,5/23/2017
326.33,0.328783,32.57423,5/23/2017
1665.08,0.331136,32.573886,5/23/2017
2657.93,0.341504,32.571033,5/23/2017
1532.46,0.344301,32.569366,5/23/2017
2133.34,0.350171,32.562751,5/23/2017
1942.78,0.350626,32.562835,5/23/2017
2896.75,0.352916,32.56269,5/23/2017
1789.26,0.353025,32.562702,5/23/2017
1377.24,0.36904,32.558837,5/23/2017
1936.33,0.374693,32.556625,5/23/2017
6150.4,0.380285,32.556922,5/23/2017
4179.19,0.382229,32.556026,5/23/2017
2923.32,0.384785,32.554637,5/23/2017
4458.25,0.387889,32.552528,5/23/2017
3558.76,0.393294,32.551734,5/23/2017
1862.11,0.393285,32.551731,5/23/2017
861.37,0.393274,32.551734,5/23/2017
1175.1,0.393263,32.55175,5/23/2017
923.48,0.3867,32.553394,5/23/2017
1727.46,0.383767,32.555297,5/23/2017
2336.15,0.380663,32.55904,5/23/2017
1583.02,0.382075,32.560539,5/23/2017
1064.98,0.369202,32.569232,5/23/2017
1247.3,0.365046,32.569599,5/23/2017
1368.82,0.36169,32.572982,5/23/2017
3239.97,0.361138,32.574531,5/23/2017
844.26,0.355666,32.583751,5/23/2017
2771.38,0.35504,32.58496,5/23/2017
1099.21,0.354744,32.585285,5/23/2017
433.65,0.354767,32.585315,5/23/2017
1926.93,0.354723,32.585281,5/23/2017
1107.52,0.354721,32.585296,5/23/2017
1238.68,0.355049,32.584438,5/23/2017
130.39,0.357446,32.58374,5/23/2017
2843.65,0.357898,32.584167,5/23/2017
602.05,0.357718,32.584423,5/23/2017
891.44,0.357681,32.584468,5/23/2017
896.78,0.357685,32.584468,5/23/2017
2001.14,0.35768,32.584453,5/23/2017
1115.52,0.357687,32.584423,5/23/2017
832.56,0.357697,32.584438,5/23/2017
1541.82,0.357689,32.584453,5/23/2017
796.19,0.357695,32.584423,5/23/2017
920.12,0.357695,32.58443,5/23/2017
748.73,0.357675,32.584468,5/23/2017
531.61,0.357667,32.584457,5/23/2017
2205.25,0.35767,32.584468,5/23/2017
320.44,0.357684,32.584453,5/23/2017
491.28,0.357676,32.584499,5/23/2017
444.2,0.357677,32.58451,5/23/2017
397.66,0.357645,32.584499,5/23/2017
1623.41,0.357642,32.584506,5/23/2017
409.85,0.357658,32.584442,5/23/2017
540.06,0.357656,32.584426,5/23/2017
312.54,0.357641,32.584487,5/23/2017
1850.65,0.357638,32.584468,5/23/2017
905.22,0.357653,32.584461,5/23/2017
1058.31,0.35767,32.58443,5/23/2017
792.25,0.357659,32.584442,5/23/2017
726.3,0.357671,32.584434,5/23/2017
2000.2,0.357629,32.584495,5/23/2017
2152.48,0.35765,32.584487,5/23/2017
443.02,0.357635,32.584484,5/23/2017
1635.94,0.35764,32.58448,5/23/2017
1705.31,0.357661,32.584495,5/23/2017
888.91,0.35767,32.584476,5/23/2017
1850.78,0.357663,32.584472,5/23/2017
902.94,0.357665,32.584472,5/23/2017
1240.62,0.357653,32.584453,5/23/2017
458.26,0.357659,32.584476,5/23/2017
1256.14,0,0,0/0/0
3975.94,0,0,0/0/0
1768.13,0,0,0/0/0
939.03,0.357668,32.584506,5/24/2017
1514.05,0.357664,32.584484,5/24/2017
2394.43,0.357616,32.58448,5/24/2017
367.17,0.357659,32.584461,5/24/2017
4066.97,0,0,0/0/0
1805.33,0.357971,32.584136,5/24/2017
1798.81,0.357966,32.584129,5/24/2017
296.84,0.357983,32.584133,5/24/2017
1186.03,0.356458,32.582958,5/24/2017
617.61,0.356536,32.582843,5/24/2017
337.14,0.356545,32.582843,5/24/2017
2653.92,0.356535,32.582828,5/24/2017
1699.92,0.356529,32.58282,5/24/2017
1747.29,0.358282,32.580757,5/24/2017
306.39,0.358315,32.580734,5/24/2017
1021.86,0.358314,32.58073,5/24/2017
1833.76,0.358331,32.580734,5/24/2017
874.67,0.358317,32.580722,5/24/2017
744.7,0.358287,32.580734,5/24/2017
854.98,0.358297,32.580741,5/24/2017
713.05,0.358294,32.580734,5/24/2017
1462.33,0.358289,32.58073,5/24/2017
747.89,0.358298,32.580734,5/24/2017
490,0.358282,32.580696,5/24/2017
0.62,0.358284,32.580711,5/24/2017
1693.96,0.359228,32.578113,5/24/2017
2058.27,0.360159,32.574581,5/24/2017
632.21,0.355391,32.572875,5/24/2017
933.97,0.353116,32.572216,5/24/2017
718.76,0.352721,32.571266,5/24/2017
2397.34,0.352678,32.571266,5/24/2017
987.17,0.352681,32.571269,5/24/2017
1199.82,0.352692,32.571277,5/24/2017
749.87,0.353084,32.572006,5/24/2017
596.29,0.351625,32.577415,5/24/2017
570.77,0.351296,32.579639,5/24/2017
144.34,0.354147,32.581733,5/24/2017
1000.82,0.356506,32.58282,5/24/2017
474.52,0.356546,32.582824,5/24/2017
521.5,0.356546,32.582813,5/24/2017
1019.83,0.35648,32.582866,5/24/2017
729.62,0.354704,32.584556,5/24/2017
2709.1,0.353478,32.586334,5/24/2017
708.52,0.3529,32.591014,5/24/2017
997.23,0.352316,32.596286,5/24/2017
250.15,0.351551,32.599399,5/24/2017
396.65,0.349809,32.601589,5/24/2017
783.09,0.349816,32.601669,5/24/2017
629.87,0.349795,32.601638,5/24/2017
72.92,0.349801,32.601657,5/24/2017
565.7,0.349805,32.601638,5/24/2017
1185.01,0.349786,32.604198,5/24/2017
678.45,0.349715,32.604267,5/24/2017
660.21,0.349686,32.60424,5/24/2017
1320.31,0.349685,32.604228,5/24/2017
749.84,0.349727,32.604282,5/24/2017
922.12,0.349746,32.604309,5/24/2017
856.85,0.34973,32.604255,5/24/2017
385.49,0.349823,32.60408,5/24/2017
774.85,0.349851,32.601367,5/24/2017
252.61,0.351892,32.598289,5/24/2017
412.61,0.352665,32.594257,5/24/2017
1980.62,0.352715,32.587093,5/24/2017
768.62,0.354245,32.585262,5/24/2017
569.47,0.356284,32.583148,5/24/2017
913.13,0.356711,32.582794,5/24/2017
872.8,0.356727,32.582805,5/24/2017
0.62,0.356951,32.582901,5/24/2017
1588,0.355858,32.583641,5/24/2017
305.33,0.354823,32.584949,5/24/2017
211.92,0.354791,32.585044,5/24/2017
0.62,0.35554,32.583831,5/24/2017
0.62,0.351173,32.579872,5/24/2017
196.39,0.347209,32.578113,5/24/2017
522.56,0.34364,32.576866,5/24/2017
293.66,0.340965,32.575378,5/24/2017
654.23,0.341229,32.576343,5/24/2017
629.99,0.345686,32.577342,5/24/2017
1533.69,0.34922,32.579025,5/24/2017
317.55,0.356212,32.582622,5/24/2017
0.62,0.355807,32.582519,5/24/2017
0.62,0.355775,32.582538,5/24/2017
1887.57,0.359683,32.583492,5/24/2017
620.55,0.365215,32.584514,5/24/2017
1025.77,0.36578,32.584503,5/24/2017
0.62,0.366667,32.584724,5/24/2017
435.7,0.367106,32.584728,5/24/2017
613.69,0.367128,32.584716,5/24/2017
389.67,0.367046,32.584735,5/24/2017
740.04,0.367053,32.584735,5/24/2017
338.32,0.367052,32.584743,5/24/2017
804.33,0.367042,32.584758,5/24/2017
530.79,0.367044,32.584766,5/24/2017
605.74,0.367044,32.584766,5/24/2017
618.08,0.367046,32.584766,5/24/2017
655.55,0.36704,32.584751,5/24/2017
573.82,0.367042,32.584751,5/24/2017
701.06,0.367046,32.584747,5/24/2017
693.42,0.367046,32.584758,5/24/2017
609.62,0.367036,32.584754,5/24/2017
589.56,0.367045,32.584758,5/24/2017
544.69,0.367048,32.58477,5/24/2017
300.56,0.367043,32.584766,5/24/2017
371.29,0.367051,32.584766,5/24/2017
433.14,0.367045,32.584766,5/24/2017
437.1,0.367043,32.584762,5/24/2017
513.85,0.367043,32.584766,5/24/2017
714.41,0.36705,32.584766,5/24/2017
630.01,0.367047,32.584781,5/24/2017
573.15,0.367043,32.58477,5/24/2017
509.59,0.367047,32.584774,5/24/2017
831.62,0.367043,32.584777,5/24/2017
617.41,0.367047,32.58477,5/24/2017
839.97,0.367053,32.584762,5/24/2017
51.37,0.367047,32.584762,5/24/2017
739.04,0.367049,32.584766,5/24/2017
469.52,0.367043,32.584766,5/24/2017
615.91,0.367044,32.58477,5/24/2017
1130.26,0.367049,32.584766,5/24/2017
840.46,0.367052,32.584766,5/24/2017
781.34,0.36705,32.584766,5/24/2017
423.36,0.367049,32.584777,5/24/2017
439.21,0.367039,32.58477,5/24/2017
337.26,0.367041,32.584777,5/24/2017
594.28,0.367046,32.584777,5/24/2017
219.3,0.367054,32.584762,5/24/2017
745.99,0.36705,32.584766,5/24/2017
653.76,0.367049,32.584751,5/24/2017
432.38,0.36706,32.584762,5/24/2017
589.23,0.367055,32.584758,5/24/2017
1196.4,0.36706,32.584777,5/24/2017
534.44,0.367056,32.58477,5/24/2017
641.59,0.367059,32.584762,5/24/2017
746.65,0.367048,32.584762,5/24/2017
972.77,0.367044,32.584766,5/24/2017
254.55,0.367048,32.584758,5/24/2017
660.96,0.367047,32.584758,5/24/2017
569.87,0.367046,32.584762,5/24/2017
0.62,0.367052,32.584751,5/24/2017
150.54,0.367048,32.584762,5/24/2017
238.57,0.367046,32.584758,5/24/2017
0.62,0.367039,32.584747,5/24/2017
219.51,0.36704,32.584758,5/24/2017
219.14,0.367034,32.584754,5/24/2017
1141.88,0.367037,32.584758,5/24/2017
342.21,0.367036,32.584754,5/24/2017
519.53,0.36704,32.584751,5/24/2017
392.87,0.367042,32.584758,5/24/2017
507.86,0.367039,32.584754,5/24/2017
511.97,0.367032,32.584766,5/24/2017
648.99,0.367032,32.584777,5/24/2017
594.54,0.367032,32.584758,5/24/2017
515.65,0.367036,32.584758,5/24/2017
527.46,0.367035,32.584758,5/24/2017
687.11,0.367041,32.584751,5/24/2017
910.42,0.367037,32.584751,5/24/2017
108.57,0.367034,32.584747,5/24/2017
449.8,0.367028,32.584743,5/24/2017
619.56,0.367031,32.584739,5/24/2017
673.94,0.367034,32.584724,5/24/2017
538.23,0.367043,32.584716,5/24/2017
901.38,0.367033,32.584716,5/24/2017
623.2,0.367039,32.584709,5/24/2017
414.19,0.367042,32.584716,5/24/2017
2118.05,0.367031,32.584709,5/24/2017
817.81,0.367027,32.584712,5/24/2017
10.42,0.367025,32.584716,5/24/2017
2732.01,0.367031,32.584716,5/24/2017
298.24,0.367039,32.584732,5/24/2017
203.91,0.367034,32.584728,5/24/2017
762.23,0.367075,32.584758,5/24/2017
696.41,0.367072,32.584758,5/24/2017
136.83,0.367082,32.58477,5/24/2017
0.62,0.367063,32.584758,5/24/2017
553.96,0.367069,32.584762,5/24/2017
438.31,0.367069,32.584758,5/24/2017
1656.77,0.367077,32.584754,5/24/2017
71.4,0.364931,32.584537,5/24/2017
548.48,0.357096,32.582992,5/24/2017
976.84,0.356511,32.582736,5/24/2017
479.05,0.356504,32.582725,5/24/2017
1063.67,0.356508,32.582729,5/24/2017
796.02,0.356506,32.582725,5/24/2017
2645.08,0.356504,32.582748,5/24/2017
1708.91,0.356517,32.58274,5/24/2017
689.63,0.356511,32.58274,5/24/2017
716.65,0.356525,32.58274,5/24/2017
251.65,0.35652,32.58274,5/24/2017
827.76,0.356527,32.582725,5/24/2017
826.84,0.356528,32.582733,5/24/2017
2086.31,0.35653,32.582721,5/24/2017
797.55,0.356543,32.58271,5/24/2017
1437.79,0.356526,32.58271,5/24/2017
1670.55,0.356515,32.582706,5/24/2017
896.52,0.356515,32.582725,5/24/2017
153.31,0.356474,32.58274,5/24/2017
934.16,0.355445,32.583889,5/24/2017
2082.34,0.353481,32.586318,5/24/2017
2308.83,0.352732,32.587036,5/24/2017
420.36,0.353442,32.589607,5/24/2017
1087.12,0.3527,32.588932,5/24/2017
1968.58,0.353634,32.586051,5/24/2017
1667.38,0.354574,32.584632,5/24/2017
2455.2,0.355781,32.583629,5/24/2017
102.88,0.355793,32.583641,5/24/2017
655.34,0.356315,32.583141,5/24/2017
876.79,0.356531,32.582817,5/24/2017
766.7,0.356546,32.582828,5/24/2017
1715.66,0.356561,32.58282,5/24/2017
1783.57,0.356548,32.582839,5/24/2017
741.33,0.356537,32.582801,5/24/2017
1159.42,0.355903,32.582561,5/24/2017
114.46,0.352104,32.580661,5/24/2017
149.12,0.343767,32.576892,5/24/2017
539.13,0.34093,32.574817,5/24/2017
1122.48,0.336887,32.575252,5/24/2017
2609.84,0.336112,32.577297,5/24/2017
1788.37,0.338322,32.576477,5/24/2017
2257.36,0.33879,32.57674,5/24/2017
175.8,0.338764,32.576759,5/24/2017
228.34,0.338748,32.576702,5/24/2017
1373.9,0.336537,32.577365,5/24/2017
1578.73,0.335768,32.577335,5/24/2017
1102.06,0.334738,32.577377,5/24/2017
1816.93,0.330749,32.576629,5/24/2017
3022.83,0.325202,32.575969,5/24/2017
1167.53,0.319302,32.576576,5/24/2017
1085.53,0.31667,32.578445,5/24/2017
652.72,0.316667,32.578464,5/24/2017
555.91,0.316641,32.578487,5/24/2017
487.01,0.316657,32.578468,5/24/2017
38.03,0.316637,32.578464,5/24/2017
711.37,0.316625,32.57846,5/24/2017
680.81,0.316644,32.578464,5/24/2017
1594.51,0.317635,32.577346,5/24/2017
2859.23,0.320258,32.57497,5/24/2017
1940.46,0.326213,32.575027,5/24/2017
3121.37,0.331642,32.576873,5/24/2017
213.47,0.336357,32.575378,5/24/2017
1139.75,0.340387,32.573879,5/24/2017
1656.16,0.344325,32.576919,5/24/2017
2403.48,0.346893,32.577896,5/24/2017
1506.53,0.353355,32.581378,5/24/2017
2842.1,0.356462,32.582855,5/24/2017
34.51,0.356458,32.582874,5/24/2017
2208.29,0.356485,32.582817,5/24/2017
555.66,0.356499,32.58282,5/24/2017
311.32,0.356494,32.582801,5/24/2017
894.74,0.356492,32.582817,5/24/2017
1245.45,0.356501,32.582809,5/24/2017
483.08,0.356505,32.582794,5/24/2017
2629.86,0.356503,32.582794,5/24/2017
128.94,0.356504,32.582809,5/24/2017
1211.87,0.356501,32.582805,5/24/2017
4953.97,0.356503,32.582817,5/24/2017
1074.01,0.356503,32.582805,5/24/2017
856.85,0.356507,32.582805,5/24/2017
2109.2,0.356499,32.582801,5/24/2017
2269.94,0.356499,32.582809,5/24/2017
335.12,0.356509,32.582813,5/24/2017
0.62,0.356491,32.582832,5/24/2017
306.47,0.356509,32.582809,5/24/2017
1032.82,0.35649,32.582817,5/24/2017
415.63,0.356485,32.582809,5/24/2017
519.34,0.356487,32.582817,5/24/2017
2089.78,0.356489,32.582824,5/24/2017
1803.04,0.356508,32.582832,5/24/2017
1248.48,0.356505,32.582813,5/24/2017
3570.96,0.356496,32.582809,5/24/2017
1532.6,0.356504,32.582817,5/24/2017
1464.37,0.356498,32.582817,5/24/2017
3110.88,0.3565,32.582824,5/24/2017
434.54,0.356489,32.582809,5/24/2017
666.65,0.35651,32.582828,5/24/2017
1403.41,0.356511,32.582817,5/24/2017
2077.2,0.356494,32.582805,5/24/2017
2275.92,0.356491,32.582805,5/24/2017
534.63,0.356488,32.582805,5/24/2017
1322.8,0.356487,32.582813,5/24/2017
3443.94,0.356493,32.582809,5/24/2017
3156.31,0.356522,32.582817,5/24/2017
508.33,0.356532,32.582801,5/24/2017
2214.82,0.358213,32.580844,5/24/2017
2972.47,0.359507,32.57703,5/24/2017
1477.48,0.361298,32.576007,5/24/2017
889.98,0.361009,32.57592,5/24/2017
472.89,0.360278,32.575763,5/24/2017
2329.85,0.358198,32.573799,5/24/2017
3213.98,0.35524,32.572845,5/24/2017
3866.29,0.352887,32.57294,5/24/2017
4293.61,0.352908,32.573078,5/24/2017
3405.89,0.352711,32.572364,5/24/2017
1071.37,0.343313,32.571487,5/24/2017
1648.88,0.337931,32.572109,5/24/2017
2193.21,0.333532,32.573318,5/24/2017
1904.01,0.330908,32.572418,5/24/2017
1832.77,0.328555,32.570873,5/24/2017
1366.6,0.324781,32.569774,5/24/2017
1651.07,0.317103,32.56797,5/24/2017
1063.17,0.314488,32.567459,5/24/2017
1092.54,0.314481,32.567443,5/24/2017
108.88,0.314466,32.567459,5/24/2017
584.54,0.314476,32.567459,5/24/2017
554.17,0.314502,32.567443,5/24/2017
2538.08,0.314463,32.567443,5/24/2017
3481.78,0.314496,32.567451,5/24/2017
170.85,0.314448,32.567432,5/24/2017
214.71,0.314463,32.567432,5/24/2017
89,0.314458,32.567478,5/24/2017
5405.85,0.314478,32.567459,5/24/2017
323.99,0.314483,32.567394,5/24/2017
281.31,0.314505,32.567401,5/24/2017
632.13,0.314505,32.567436,5/24/2017
495.51,0.314498,32.567447,5/24/2017
1554.51,0.314485,32.567455,5/24/2017
3461.22,0.314503,32.567443,5/24/2017
1333.11,0.314511,32.567424,5/24/2017
1334.57,0.314519,32.567405,5/24/2017
857.18,0.314505,32.567443,5/24/2017
2800.43,0.31691,32.567821,5/24/2017
4061.37,0.316601,32.571266,5/24/2017
3846.52,0.317402,32.573101,5/24/2017
1854.79,0.31843,32.574909,5/24/2017
3987.92,0.317196,32.577796,5/24/2017
1245.14,0.317196,32.577796,5/24/2017
4625.79,0.317196,32.577796,5/24/2017
3911.68,0.317196,32.577796,5/24/2017
5861.63,0.317196,32.577796,5/24/2017
4676.94,0.317196,32.577796,5/24/2017
1622.14,0.317196,32.577796,5/24/2017
4398.63,0.317196,32.577796,5/24/2017
4958.11,0.317196,32.577796,5/24/2017
4407.31,0.317196,32.577796,5/24/2017
1824.62,0.317196,32.577796,5/24/2017
1405.59,0.317196,32.577796,5/24/2017
2656.54,0.317196,32.577796,5/24/2017
4215.39,0.317196,32.577796,5/24/2017
3222.3,0.317196,32.577796,5/24/2017
1212.1,0.317196,32.577796,5/24/2017
2387.87,0.317196,32.577796,5/24/2017
1347.02,0.317196,32.577796,5/24/2017
6047.89,0.317196,32.577796,5/24/2017
4184.64,0.317196,32.577796,5/24/2017
4924.8,0.317196,32.577796,5/24/2017
1381.97,0.317196,32.577796,5/24/2017
6010.06,0.316739,32.578384,5/24/2017
52.89,0.321648,32.574958,5/24/2017
2740.96,0.327118,32.575,5/24/2017
1254.06,0.332478,32.57862,5/24/2017
1616.61,0.336167,32.575489,5/24/2017
2673.95,0.340511,32.57397,5/24/2017
2609.68,0.342111,32.576576,5/24/2017
2099.01,0.347543,32.578258,5/24/2017
927.53,0.350836,32.579643,5/24/2017
128.78,0.35643,32.582733,5/24/2017
397.34,0.358401,32.584388,5/24/2017
467.04,0.360119,32.585475,5/24/2017
2810.09,0.358091,32.584171,5/24/2017
1440.22,0.355475,32.583881,5/24/2017
619.14,0.354758,32.585273,5/24/2017
625.48,0.355025,32.584484,5/24/2017
845.75,0.356524,32.582801,5/24/2017
2305.45,0.356503,32.582813,5/24/2017
1973.04,0.356525,32.58279,5/24/2017
1039.27,0.356535,32.582813,5/24/2017
800.96,0.35653,32.582813,5/24/2017
1316.39,0.356697,32.582649,5/24/2017
684.15,0.35886,32.581272,5/24/2017
828.5,0.359246,32.580844,5/24/2017
1450.07,0.359248,32.580852,5/24/2017
1733.1,0.359263,32.580841,5/24/2017
2711.84,0.359282,32.580848,5/24/2017
2477.42,0.359262,32.580856,5/24/2017
3042.75,0.359254,32.580867,5/24/2017
2628.69,0.359238,32.580875,5/24/2017
851.44,0.359229,32.580875,5/24/2017
1199.43,0.358722,32.581569,5/24/2017
613.6,0.356681,32.582729,5/24/2017
1392.98,0.35286,32.581184,5/24/2017
2666.62,0.348443,32.578739,5/24/2017
756.73,0.344961,32.58052,5/24/2017
834.95,0.340175,32.584362,5/24/2017
337.82,0.340974,32.588138,5/24/2017
1613.52,0.342289,32.589324,5/24/2017
1074.03,0.342273,32.589347,5/24/2017
730.43,0.342254,32.589351,5/24/2017
840.94,0.342239,32.589366,5/24/2017
3312.39,0.34168,32.589069,5/24/2017
1090.3,0.339362,32.584671,5/24/2017
578.3,0.343633,32.581848,5/24/2017
1706.12,0.346406,32.579032,5/24/2017
2109.35,0.347938,32.579994,5/24/2017
1700.87,0.352015,32.580394,5/24/2017
65.7,0.356513,32.582778,5/24/2017
600.16,0.357385,32.581531,5/24/2017
1501.49,0.358548,32.581703,5/24/2017
1058.61,0.359228,32.580856,5/24/2017
374.2,0.359225,32.580871,5/24/2017
809.84,0.357962,32.581409,5/24/2017
115.46,0.356478,32.582862,5/24/2017
1859.63,0.356432,32.582973,5/24/2017
699.43,0.357679,32.583911,5/24/2017
2477.36,0.357969,32.58419,5/24/2017
1371.92,0.357938,32.584171,5/24/2017
1614.64,0.357863,32.584209,5/24/2017
4119.31,0.35771,32.584545,5/24/2017
928.73,0.357684,32.584484,5/24/2017
3499.39,0.357688,32.584503,5/24/2017
503.89,0.357685,32.584503,5/24/2017
1091.4,0.357681,32.58451,5/24/2017
188.28,0.357665,32.584484,5/24/2017
2793.1,0.3577,32.584545,5/24/2017
174.58,0.357664,32.584529,5/24/2017
0.62,0.357663,32.584537,5/24/2017
573.39,0.357686,32.584533,5/24/2017
132.72,0.357683,32.584514,5/24/2017
537.18,0.357678,32.584506,5/24/2017
1161.29,0.357703,32.584587,5/24/2017
1888.63,0.357703,32.584533,5/24/2017
2224.12,0.357711,32.584533,5/24/2017
1126.44,0.357716,32.584583,5/24/2017
705.1,0.357694,32.584545,5/24/2017
183.97,0.357672,32.584529,5/24/2017
663.79,0.357681,32.584495,5/24/2017
229.3,0.357669,32.58448,5/24/2017
1729.94,0.35768,32.584518,5/24/2017
1391.34,0.357678,32.584514,5/24/2017
2160.28,0.357681,32.584548,5/24/2017
518.87,0.357685,32.584533,5/24/2017
1686.25,0.357689,32.584545,5/24/2017
88.33,0.357678,32.584476,5/24/2017
676.14,0.357709,32.58448,5/24/2017
2731.81,0.357693,32.584476,5/24/2017
3107.56,0.357729,32.584438,5/24/2017
2458.05,0.357725,32.584453,5/24/2017
4477.48,0.357704,32.584377,5/24/2017
2586.41,0.357711,32.584396,5/24/2017
3618.76,0.357722,32.584293,5/24/2017
4311.48,0.357681,32.584423,5/24/2017
3557.41,0.357657,32.584495,5/24/2017
3572.28,0.357659,32.584526,5/24/2017
3248.15,0.357666,32.584499,5/24/2017
3595.17,0.35768,32.584506,5/24/2017
3387.44,0.357689,32.584545,5/24/2017
3516.1,0.357669,32.584545,5/24/2017
4074.83,0.357671,32.584518,5/24/2017
4048.86,0.357657,32.584529,5/24/2017
3624.48,0.357667,32.584499,5/24/2017
4011.6,0.357669,32.584499,5/24/2017
3412.75,0.357679,32.584506,5/24/2017
4097.63,0.357688,32.584518,5/24/2017
826.84,0.357693,32.584526,5/24/2017
1514.66,0.357694,32.584484,5/24/2017
4720.48,0.357702,32.584499,5/24/2017
3906.74,0.357696,32.584522,5/24/2017
3389.02,0.357704,32.584522,5/24/2017
3599.04,0.357698,32.584495,5/24/2017
2459.72,0.357711,32.584506,5/24/2017
4150.08,0.357712,32.584518,5/24/2017
4900.12,0.357678,32.58456,5/24/2017
5140.86,0.357679,32.584587,5/24/2017
3953.04,0.357685,32.58456,5/24/2017
3682.49,0.357672,32.584541,5/24/2017
3118.78,0.357674,32.584556,5/24/2017
4546.09,0.357691,32.584568,5/24/2017
3299.22,0.357694,32.584575,5/24/2017
3925.01,0.357702,32.584571,5/24/2017
3477.52,0.357699,32.584564,5/24/2017
4201.41,0.357694,32.584564,5/24/2017
4342.41,0.357692,32.584533,5/24/2017
3909.56,0.357693,32.584568,5/24/2017
4398.7,0.357682,32.584583,5/24/2017
3061.07,0.35769,32.584575,5/24/2017
1631.52,0.357706,32.584545,5/24/2017
3177.82,0.357693,32.584518,5/24/2017
3685.21,0.357703,32.584537,5/24/2017
3578.57,0.357706,32.584541,5/24/2017
4146.44,0.357699,32.584579,5/24/2017
4090.75,0.357686,32.584579,5/24/2017
3513.61,0.357695,32.584518,5/24/2017
3131.45,0.357671,32.584503,5/24/2017
4144.31,0.357675,32.584518,5/24/2017
4631.19,0.357685,32.584522,5/24/2017
1573.44,0.357681,32.584529,5/24/2017
4133.58,0.357684,32.584522,5/24/2017
2914.9,0.357695,32.584545,5/24/2017
427.62,0.357697,32.584541,5/24/2017
3889.51,0.357699,32.584548,5/24/2017
1761.04,0.357699,32.584529,5/24/2017
4394.3,0.357707,32.584522,5/24/2017
4191.33,0.357699,32.58448,5/24/2017
4666.95,0.357695,32.584594,5/24/2017
1767.73,0.357682,32.584564,5/24/2017
4560.95,0.357716,32.58456,5/24/2017
4232.02,0.357702,32.584529,5/24/2017
5234.59,0.357664,32.584503,5/24/2017
2520.54,0.35768,32.584522,5/24/2017
3613.33,0.357694,32.584506,5/24/2017
3187.75,0.357691,32.584518,5/24/2017
4214.33,0.357688,32.584522,5/24/2017
1494.24,0.35769,32.584529,5/24/2017
817.78,0.357693,32.584541,5/24/2017
702.69,0.35768,32.584529,5/24/2017
872.76,0.357681,32.584506,5/24/2017
823.3,0.357681,32.584506,5/25/2017
116.91,0.358015,32.584136,5/25/2017
0.62,0.357977,32.584117,5/25/2017
868.28,0.35802,32.584095,5/25/2017
