Concentration,lat,lgn,Date
1243.08,0.356777,32.585857,5/25/2017
445.48,0.355091,32.588298,5/25/2017
496.39,0.355077,32.588298,5/25/2017
118.89,0.355108,32.588279,5/25/2017
2309.29,0.355098,32.588294,5/25/2017
538.96,0.3551,32.588306,5/25/2017
299.75,0.354493,32.587203,5/25/2017
1067.28,0.352568,32.586509,5/25/2017
1382.84,0.351905,32.581069,5/25/2017
1387.67,0.352274,32.580341,5/25/2017
940.44,0.351395,32.580001,5/25/2017
699.54,0.351387,32.579994,5/25/2017
170.55,0.351411,32.580005,5/25/2017
1009.8,0.351394,32.579994,5/25/2017
839.61,0.35141,32.579975,5/25/2017
1432.93,0.347202,32.578121,5/25/2017
1253.53,0.343407,32.576839,5/25/2017
1221.66,0.340777,32.574432,5/25/2017
2491.95,0.33805,32.573875,5/25/2017
2206.48,0.335995,32.57323,5/25/2017
2075.06,0.332986,32.574375,5/25/2017
1184.83,0.331634,32.573951,5/25/2017
1228.56,0.331643,32.573959,5/25/2017
992.2,0.331633,32.573936,5/25/2017
832.58,0.33163,32.57389,5/25/2017
945.78,0.331634,32.573879,5/25/2017
588.46,0.331651,32.573886,5/25/2017
1124.65,0.33164,32.573955,5/25/2017
438.14,0.331602,32.574005,5/25/2017
790.01,0.331615,32.573982,5/25/2017
572.19,0.331639,32.573944,5/25/2017
1251.74,0.331636,32.573909,5/25/2017
653.76,0.331642,32.573902,5/25/2017
729.29,0.331614,32.573955,5/25/2017
1424.25,0.331624,32.573852,5/25/2017
883.91,0.33232,32.574192,5/25/2017
959.35,0.333223,32.576686,5/25/2017
1602.51,0.336206,32.575454,5/25/2017
761.85,0.33851,32.574192,5/25/2017
1043.65,0.340194,32.571735,5/25/2017
526.27,0.344413,32.569278,5/25/2017
1700.45,0.348056,32.5648,5/25/2017
1888.15,0.348857,32.562049,5/25/2017
3170.86,0.348818,32.56174,5/25/2017
4107.6,0.348686,32.562664,5/25/2017
1621.76,0.348457,32.563247,5/25/2017
719.48,0.34845,32.563243,5/25/2017
1184.99,0.348163,32.564506,5/25/2017
1781.29,0.345682,32.568229,5/25/2017
1762.4,0.341291,32.571174,5/25/2017
1354.07,0.338932,32.574188,5/25/2017
705.31,0.338944,32.574161,5/25/2017
932.83,0.338959,32.574165,5/25/2017
1229.94,0.338958,32.574146,5/25/2017
2231.36,0.338951,32.574161,5/25/2017
940.9,0.335649,32.575942,5/25/2017
1471.51,0.33484,32.5764,5/25/2017
477.23,0.338759,32.573913,5/25/2017
2118.77,0.339388,32.573867,5/25/2017
962.82,0.338821,32.57381,5/25/2017
1773.48,0.339761,32.572582,5/25/2017
2233.76,0.339798,32.572574,5/25/2017
1627.65,0.340197,32.572349,5/25/2017
1635.07,0.338872,32.574077,5/25/2017
923.66,0.337109,32.573528,5/25/2017
2668.92,0.333499,32.574184,5/25/2017
916.37,0.332308,32.574211,5/25/2017
676.28,0.33206,32.573852,5/25/2017
1213.24,0.333081,32.576633,5/25/2017
2668.76,0.337466,32.574779,5/25/2017
2376.68,0.341052,32.575027,5/25/2017
769.95,0.344277,32.576938,5/25/2017
2483.55,0.34644,32.57772,5/25/2017
1941.3,0.352158,32.580696,5/25/2017
259.46,0.356504,32.58287,5/25/2017
771.86,0.356474,32.582824,5/25/2017
215.15,0.356497,32.582817,5/25/2017
731.61,0.356453,32.582832,5/25/2017
172.3,0.356463,32.582813,5/25/2017
902.26,0.356487,32.582794,5/25/2017
177.27,0.356463,32.582813,5/25/2017
2625.19,0.356451,32.582836,5/25/2017
340.29,0.356448,32.582832,5/25/2017
564.32,0.356482,32.582801,5/25/2017
1086.68,0.356452,32.582817,5/25/2017
2427.47,0.356444,32.582832,5/25/2017
325.52,0.356439,32.582824,5/25/2017
703.48,0.356464,32.58282,5/25/2017
353.91,0.356461,32.582817,5/25/2017
234.21,0.356459,32.582798,5/25/2017
603.31,0.356456,32.582801,5/25/2017
2069.36,0.356472,32.58279,5/25/2017
2030.5,0.356454,32.58282,5/25/2017
155.48,0.356462,32.582794,5/25/2017
661.3,0.356478,32.58279,5/25/2017
1376.39,0.356474,32.582805,5/25/2017
597.45,0.356485,32.582809,5/25/2017
906.27,0.356756,32.582897,5/25/2017
228.41,0.357005,32.58292,5/25/2017
229.03,0.363996,32.585971,5/25/2017
2916.79,0.363264,32.589836,5/25/2017
807.72,0.367962,32.593368,5/25/2017
719.66,0.369347,32.598251,5/25/2017
1112.3,0.372222,32.601684,5/25/2017
95.82,0.369818,32.602596,5/25/2017
1207.07,0.369235,32.59856,5/25/2017
458.08,0.367382,32.592628,5/25/2017
199.52,0.364345,32.585498,5/25/2017
171.65,0.361495,32.583839,5/25/2017
794.3,0.356518,32.582832,5/25/2017
501.09,0.35653,32.582824,5/25/2017
1532.04,0.356524,32.58282,5/25/2017
377.22,0.355459,32.5839,5/25/2017
1048.05,0.354193,32.585334,5/25/2017
1529.15,0.352808,32.587032,5/25/2017
659.58,0.355533,32.590908,5/25/2017
360.23,0.358091,32.593475,5/25/2017
407.78,0.358092,32.593475,5/25/2017
1170.64,0.357993,32.593284,5/25/2017
652.52,0.354067,32.590068,5/25/2017
1316.44,0.35297,32.587036,5/25/2017
997.55,0.354376,32.585098,5/25/2017
655.9,0.354376,32.585086,5/25/2017
4290.14,0.356365,32.583068,5/25/2017
1190.43,0.356541,32.582836,5/25/2017
318.66,0.356532,32.582824,5/25/2017
1262.46,0.356533,32.582817,5/25/2017
982.19,0.356556,32.582824,5/25/2017
756.41,0.356015,32.583507,5/25/2017
1137.84,0.354324,32.585212,5/25/2017
795.22,0.353145,32.58683,5/25/2017
2965.33,0.352499,32.589401,5/25/2017
674.39,0.352889,32.593925,5/25/2017
823.98,0.355698,32.594593,5/25/2017
2117.66,0.356047,32.594249,5/25/2017
769.88,0.355921,32.594387,5/25/2017
425.95,0.353896,32.594169,5/25/2017
693.07,0.35273,32.590324,5/25/2017
1182.79,0.353408,32.587181,5/25/2017
3727.31,0.355525,32.586109,5/25/2017
2814.21,0.354785,32.585189,5/25/2017
2513.33,0.354784,32.585178,5/25/2017
752.1,0.354776,32.585163,5/25/2017
2368.94,0.354781,32.585186,5/25/2017
1548.84,0.356459,32.582801,5/25/2017
943.17,0.352292,32.580841,5/25/2017
193.04,0.347933,32.578491,5/25/2017
909.16,0.344312,32.576965,5/25/2017
1046.16,0.340747,32.575454,5/25/2017
460.42,0.340543,32.575553,5/25/2017
695.11,0.341102,32.575359,5/25/2017
988.06,0.34457,32.576858,5/25/2017
1400.05,0.34732,32.577701,5/25/2017
1934.99,0.347312,32.577709,5/25/2017
2047.42,0.347331,32.577705,5/25/2017
919.27,0.347328,32.577716,5/25/2017
0.62,0.347319,32.577705,5/25/2017
1015.73,0.347333,32.577701,5/25/2017
733.52,0.347266,32.578037,5/25/2017
284.79,0.347321,32.577716,5/25/2017
1102.88,0.347278,32.578086,5/25/2017
443.81,0.352256,32.580783,5/25/2017
392.46,0.356521,32.58287,5/25/2017
1227.31,0.356527,32.58282,5/25/2017
708.78,0.35652,32.582832,5/25/2017
1026.33,0.357434,32.583038,5/25/2017
1446.08,0.362929,32.584091,5/25/2017
2228.9,0.367275,32.584892,5/25/2017
3171.32,0.370652,32.585731,5/25/2017
1144.53,0.370311,32.585407,5/25/2017
965.95,0.370256,32.5853,5/25/2017
1220.9,0.367773,32.585018,5/25/2017
1748.94,0.367881,32.585025,5/25/2017
1206.19,0.372224,32.585945,5/25/2017
1173.11,0.372276,32.585975,5/25/2017
61.4,0.370159,32.585552,5/25/2017
761.54,0.363651,32.584259,5/25/2017
1024.54,0.360623,32.581718,5/25/2017
1637.22,0.360163,32.583667,5/25/2017
2453.34,0.356552,32.582824,5/25/2017
1264.6,0.356562,32.582828,5/25/2017
660.09,0.356535,32.582836,5/25/2017
2374.98,0.354958,32.584571,5/25/2017
286.76,0.353423,32.586448,5/25/2017
2249.21,0.352773,32.587547,5/25/2017
2092.36,0.353653,32.586101,5/25/2017
1715.29,0.355319,32.584053,5/25/2017
1421.88,0.356541,32.582824,5/25/2017
734.52,0.356555,32.582824,5/25/2017
784.49,0.356567,32.582847,5/25/2017
971.44,0.356572,32.582839,5/25/2017
1031.3,0.356568,32.582839,5/25/2017
82.73,0.356551,32.582843,5/25/2017
1547.19,0.356539,32.582828,5/25/2017
1083.02,0.356549,32.582832,5/25/2017
851.01,0.356555,32.582836,5/25/2017
888.84,0.35654,32.582847,5/25/2017
296.1,0.356532,32.582832,5/25/2017
533.62,0.356529,32.582832,5/25/2017
615.99,0.355779,32.583683,5/25/2017
1072.54,0.354822,32.584331,5/25/2017
1957.64,0.355918,32.583576,5/25/2017
544,0.356527,32.582839,5/25/2017
950.36,0.356531,32.582847,5/25/2017
1573.2,0.356535,32.582836,5/25/2017
1373.24,0.35654,32.582836,5/25/2017
822.51,0.356537,32.582836,5/25/2017
882.19,0.356544,32.582832,5/25/2017
746.49,0.356546,32.58282,5/25/2017
603.78,0.356552,32.582828,5/25/2017
645.77,0.356553,32.582824,5/25/2017
668.19,0.356549,32.58282,5/25/2017
888.52,0.35613,32.582656,5/25/2017
905.45,0.352604,32.581058,5/25/2017
1997.81,0.35369,32.581546,5/25/2017
1057.24,0.356775,32.582874,5/25/2017
480.13,0.364863,32.584472,5/25/2017
2341.85,0.368597,32.585243,5/25/2017
1917.03,0.372826,32.58612,5/25/2017
1934.28,0.37284,32.586112,5/25/2017
1345.84,0.372195,32.585987,5/25/2017
1405.26,0.368232,32.585144,5/25/2017
1210.48,0.364101,32.584358,5/25/2017
129.1,0.356516,32.582851,5/25/2017
1148.02,0.35654,32.58282,5/25/2017
1808.43,0.356561,32.582828,5/25/2017
1135.06,0.356556,32.58282,5/25/2017
1410.91,0.356542,32.582817,5/25/2017
1283.06,0.356527,32.582839,5/25/2017
1334.44,0.352182,32.580757,5/25/2017
634.35,0.34876,32.578918,5/25/2017
1472.11,0.343696,32.576904,5/25/2017
1562.54,0.34031,32.573913,5/25/2017
2377.86,0.337628,32.573707,5/25/2017
2198.76,0.334383,32.573036,5/25/2017
1322.95,0.332667,32.573677,5/25/2017
1438.48,0.332397,32.573604,5/25/2017
1197.64,0.332437,32.573688,5/25/2017
1170.26,0.333146,32.573451,5/25/2017
1265.34,0.336962,32.573471,5/25/2017
2208.17,0.33832,32.573997,5/25/2017
2045.42,0.341158,32.575336,5/25/2017
819.3,0.344373,32.576953,5/25/2017
250.48,0.347523,32.57825,5/25/2017
188.99,0.349508,32.578979,5/25/2017
969.88,0.3475,32.578273,5/25/2017
1487.57,0.343099,32.576751,5/25/2017
880.17,0.33966,32.573959,5/25/2017
1331.29,0.334931,32.576324,5/25/2017
1130.19,0.33158,32.576374,5/25/2017
1683.01,0.330215,32.576435,5/25/2017
1072.93,0.33021,32.576438,5/25/2017
635.19,0.331964,32.575645,5/25/2017
1620.36,0.331187,32.574733,5/25/2017
768.25,0.331346,32.574798,5/25/2017
673.66,0.331341,32.574787,5/25/2017
852.76,0.331353,32.574794,5/25/2017
80.3,0.33134,32.574806,5/25/2017
715.09,0.331349,32.574798,5/25/2017
1258.14,0.331362,32.574813,5/25/2017
1301.03,0.333892,32.576843,5/25/2017
863.09,0.337824,32.576835,5/25/2017
554.94,0.338788,32.576725,5/25/2017
629.89,0.338771,32.576732,5/25/2017
1156.46,0.338789,32.576725,5/25/2017
897.73,0.338784,32.576732,5/25/2017
533.56,0.338794,32.576713,5/25/2017
1068.55,0.338806,32.576709,5/25/2017
1045.68,0.337858,32.576839,5/25/2017
1106.58,0.336093,32.577377,5/25/2017
974.68,0.332618,32.576393,5/25/2017
1094.27,0.327415,32.575908,5/25/2017
1137.99,0.321286,32.576347,5/25/2017
1038.73,0.318067,32.576999,5/25/2017
869.84,0.316645,32.578365,5/25/2017
866.02,0.316654,32.57846,5/25/2017
1405.35,0.316657,32.578453,5/25/2017
926.21,0.316673,32.578437,5/25/2017
840.89,0.316686,32.578445,5/25/2017
691.7,0.316664,32.578418,5/25/2017
849.36,0.316657,32.578453,5/25/2017
731.68,0.316659,32.578445,5/25/2017
683.33,0.31666,32.57843,5/25/2017
873.17,0.316654,32.57846,5/25/2017
923.74,0.316672,32.578495,5/25/2017
943.57,0.316667,32.578483,5/25/2017
775.32,0.316661,32.57846,5/25/2017
664.21,0.316664,32.578468,5/25/2017
722.77,0.316647,32.578456,5/25/2017
902.71,0.316649,32.57846,5/25/2017
1236.69,0.31683,32.578109,5/25/2017
680.88,0.31873,32.575458,5/25/2017
1252.56,0.323893,32.574989,5/25/2017
1248.17,0.33022,32.575351,5/25/2017
294.67,0.331232,32.580051,5/25/2017
961.4,0.334231,32.57656,5/25/2017
1145.72,0.339595,32.573951,5/25/2017
332.75,0.342546,32.57669,5/25/2017
3536.06,0.347267,32.578098,5/25/2017
651.07,0.352132,32.580638,5/25/2017
823.03,0.358461,32.579536,5/25/2017
60.62,0.357767,32.58134,5/25/2017
1921.34,0.355253,32.58406,5/25/2017
3851.68,0.353685,32.58599,5/25/2017
815.39,0.352661,32.588291,5/25/2017
250.87,0.349409,32.585655,5/25/2017
402.74,0.348772,32.586139,5/25/2017
854.35,0.346726,32.588066,5/25/2017
0.62,0.347482,32.587291,5/25/2017
1891.2,0.349722,32.586269,5/25/2017
1448.29,0.352701,32.587089,5/25/2017
982.12,0.354173,32.585334,5/25/2017
488.19,0.356024,32.583442,5/25/2017
1027.89,0.356518,32.582752,5/25/2017
498.93,0.356131,32.582664,5/25/2017
291.52,0.352019,32.580436,5/25/2017
465.83,0.354342,32.581855,5/25/2017
501.85,0.356758,32.583377,5/25/2017
313.04,0.35768,32.584987,5/25/2017
1174.43,0.357242,32.585823,5/25/2017
859.43,0.357972,32.584667,5/25/2017
3053.08,0.357992,32.584651,5/25/2017
830.76,0.358082,32.584125,5/25/2017
912.92,0.356515,32.582717,5/25/2017
200.56,0.356518,32.582721,5/25/2017
2056.05,0.356511,32.582729,5/25/2017
3096.96,0.356505,32.582729,5/25/2017
712.94,0.356514,32.58271,5/25/2017
411.63,0.356501,32.582721,5/25/2017
1257.78,0.356501,32.582706,5/25/2017
1969.16,0.356499,32.58271,5/25/2017
388.3,0.356499,32.582717,5/25/2017
412.87,0.356503,32.582706,5/25/2017
1272.71,0.356509,32.582706,5/25/2017
312.24,0.3565,32.582706,5/25/2017
815.58,0.356511,32.582706,5/25/2017
0.62,0.356521,32.582698,5/25/2017
1232.66,0.356512,32.582702,5/25/2017
1623.79,0.356524,32.582706,5/25/2017
670.97,0.356512,32.58271,5/25/2017
485.96,0.356503,32.58271,5/25/2017
798.14,0.356508,32.582706,5/25/2017
1625.8,0.356501,32.582706,5/25/2017
314.75,0.356503,32.582702,5/25/2017
816.1,0.356513,32.582717,5/25/2017
2541.12,0.356504,32.582717,5/25/2017
766.85,0.356508,32.582702,5/25/2017
1086.66,0.3565,32.58279,5/25/2017
1140.61,0.356492,32.582771,5/25/2017
760.63,0.355595,32.58374,5/25/2017
686.05,0.35401,32.585395,5/25/2017
532.43,0.352924,32.587009,5/25/2017
1502.02,0.352858,32.590888,5/25/2017
990.79,0.354182,32.594219,5/25/2017
634.59,0.355616,32.598472,5/25/2017
157.3,0.356817,32.598506,5/25/2017
647.79,0.356813,32.598495,5/25/2017
568.38,0.356798,32.59848,5/25/2017
905.01,0.355626,32.59843,5/25/2017
513.09,0.354139,32.5942,5/25/2017
1339.38,0.352846,32.591411,5/25/2017
1968.47,0.352756,32.586975,5/25/2017
1336.83,0.354106,32.585334,5/25/2017
1378.25,0.355949,32.583446,5/25/2017
1609.5,0.356493,32.582813,5/25/2017
1211.91,0.356507,32.58282,5/25/2017
1489.71,0.356511,32.58282,5/25/2017
1168.74,0.356504,32.582813,5/25/2017
652.29,0.356609,32.582748,5/25/2017
1546.69,0.354852,32.584545,5/25/2017
919.71,0.353474,32.586273,5/25/2017
1641.18,0.352647,32.588409,5/25/2017
1207.93,0.35276,32.593555,5/25/2017
1065.86,0.355175,32.59531,5/25/2017
68.02,0.356008,32.598476,5/25/2017
854.05,0.356806,32.598468,5/25/2017
909.81,0.35558,32.598423,5/25/2017
2979.22,0.353709,32.5941,5/25/2017
1275.95,0.34976,32.594177,5/25/2017
356.81,0.34615,32.5946,5/25/2017
770.23,0.344116,32.591892,5/25/2017
459.01,0.342621,32.589389,5/25/2017
1004.48,0.342329,32.589294,5/25/2017
95.76,0.342563,32.58929,5/25/2017
751.83,0.343716,32.591171,5/25/2017
562.86,0.345067,32.593326,5/25/2017
445.09,0.345073,32.593318,5/25/2017
2212.16,0.345068,32.593322,5/25/2017
702.47,0.34601,32.594684,5/25/2017
2178.35,0.34885,32.593818,5/25/2017
1298.1,0.352623,32.593849,5/25/2017
269.72,0.355254,32.59592,5/25/2017
204.85,0.355289,32.598491,5/25/2017
2510.4,0.354948,32.600086,5/25/2017
819.2,0.356059,32.601421,5/25/2017
23.34,0.35588,32.601936,5/25/2017
394.37,0.355135,32.600334,5/25/2017
154.12,0.354366,32.599933,5/25/2017
412.45,0.354367,32.59991,5/25/2017
1108.49,0.354351,32.59991,5/25/2017
411.26,0.352724,32.601207,5/25/2017
1478.12,0.349775,32.60144,5/25/2017
2282.02,0.344444,32.601779,5/25/2017
1518.4,0.340384,32.605354,5/25/2017
2530.19,0.337545,32.605144,5/25/2017
3967.48,0.336059,32.604686,5/25/2017
799.49,0.332969,32.604759,5/25/2017
769.86,0.332963,32.604763,5/25/2017
603.06,0.33296,32.604785,5/25/2017
750.15,0.332969,32.604774,5/25/2017
735.76,0.334182,32.605049,5/25/2017
1483.8,0.331494,32.605827,5/25/2017
776.46,0.329169,32.608127,5/25/2017
1140.52,0.331245,32.610012,5/25/2017
2338.54,0.330136,32.610656,5/25/2017
783.47,0.328573,32.612014,5/25/2017
1070.05,0.32896,32.612373,5/25/2017
337.77,0.329263,32.612907,5/25/2017
1514.03,0.32935,32.612972,5/25/2017
563.65,0.329366,32.612934,5/25/2017
674.33,0.329376,32.612987,5/25/2017
830.09,0.329333,32.613048,5/25/2017
643.36,0.326267,32.609527,5/25/2017
665.54,0.325766,32.60614,5/25/2017
501.95,0.32732,32.601615,5/25/2017
387.24,0.326647,32.597476,5/25/2017
699.63,0.324715,32.5956,5/25/2017
525.55,0.324703,32.595592,5/25/2017
886.91,0.326093,32.590721,5/25/2017
1389.78,0.326857,32.587463,5/25/2017
1932.62,0.321274,32.584373,5/25/2017
1960,0.317618,32.583518,5/25/2017
923.48,0.313298,32.581501,5/25/2017
1481.01,0.31307,32.582576,5/25/2017
498.84,0.312258,32.582237,5/25/2017
952.22,0.312219,32.582241,5/25/2017
438.9,0.311551,32.581596,5/25/2017
696.57,0.310687,32.580589,5/25/2017
2019.73,0.309009,32.578227,5/25/2017
2040.45,0.306775,32.577919,5/25/2017
1457.67,0.299187,32.577053,5/25/2017
562.1,0.293414,32.573127,5/25/2017
1569.07,0.291289,32.572002,5/25/2017
3822.85,0.290612,32.572368,5/25/2017
2403.83,0.290158,32.57257,5/25/2017
1062.13,0.288697,32.573104,5/25/2017
914.15,0.287972,32.575531,5/25/2017
524.84,0.288412,32.576793,5/25/2017
979.18,0.28921,32.579059,5/25/2017
997.53,0.289644,32.58353,5/25/2017
1507.49,0.290038,32.582149,5/25/2017
819.32,0.289192,32.57904,5/25/2017
1680.04,0.289616,32.576667,5/25/2017
670.96,0.292562,32.573513,5/25/2017
965.23,0.29346,32.572494,5/25/2017
908.43,0.295876,32.572429,5/25/2017
1319.35,0.304193,32.57003,5/25/2017
925.07,0.308271,32.569419,5/25/2017
2238.4,0.309536,32.571182,5/25/2017
3517.48,0.31132,32.57286,5/25/2017
1880.82,0.312327,32.572528,5/25/2017
328.16,0.312314,32.572513,5/25/2017
582.2,0.312293,32.572517,5/25/2017
997.46,0.312274,32.572132,5/25/2017
849.98,0.312107,32.572162,5/26/2017
305.37,0.312292,32.572532,5/25/2017
868.46,0.312323,32.572551,5/25/2017
1121.59,0.312263,32.571868,5/25/2017
2807.2,0.312323,32.57183,5/25/2017
940.59,0.312352,32.5718,5/25/2017
598.27,0.312323,32.571807,5/25/2017
224.29,0.312306,32.571819,5/25/2017
629.85,0.312296,32.571834,5/25/2017
345.37,0.312334,32.571834,5/25/2017
372.87,0.312339,32.571826,5/25/2017
344.99,0.312339,32.571826,5/25/2017
1011.45,0.312333,32.571823,5/25/2017
311.08,0.312333,32.571823,5/25/2017
1006.07,0.312336,32.57183,5/25/2017
1483.67,0.312319,32.57183,5/25/2017
2022.87,0.312718,32.573074,5/25/2017
1216.78,0.313024,32.574104,5/25/2017
1826.83,0.313122,32.57513,5/25/2017
1408.88,0.313228,32.576217,5/25/2017
2408.46,0.313446,32.577884,5/25/2017
1135.49,0.316493,32.578544,5/25/2017
713.78,0.316859,32.578647,5/25/2017
594.88,0.316859,32.578647,5/25/2017
453.93,0.316859,32.578647,5/25/2017
438.97,0.316859,32.578647,5/25/2017
845.51,0.316859,32.578647,5/25/2017
772.48,0.316859,32.578647,5/25/2017
835.84,0.316859,32.578647,5/25/2017
347.3,0.316859,32.578647,5/25/2017
691.99,0.316859,32.578647,5/25/2017
315.54,0.316859,32.578647,5/25/2017
693.5,0.316859,32.578647,5/25/2017
764.09,0.316859,32.578647,5/25/2017
1798.28,0.316928,32.577999,5/25/2017
1412.1,0.32012,32.574958,5/25/2017
1100.64,0.32595,32.574974,5/25/2017
2055.15,0.331347,32.579475,5/25/2017
830.94,0.333473,32.577262,5/25/2017
897.59,0.337928,32.574569,5/25/2017
894.09,0.344583,32.576828,5/25/2017
1283.05,0.346955,32.577922,5/25/2017
1980.33,0.353798,32.581584,5/25/2017
2487.31,0.355857,32.583625,5/25/2017
960.63,0.354744,32.585254,5/25/2017
2573.01,0.354753,32.585285,5/25/2017
1500.68,0.354735,32.585277,5/25/2017
2004.44,0.354761,32.585281,5/25/2017
2987.4,0.354796,32.585197,5/25/2017
997.21,0.356232,32.583221,5/25/2017
1155.98,0.356526,32.582843,5/25/2017
566.29,0.356551,32.58324,5/25/2017
1326.27,0.358012,32.584144,5/25/2017
1618.57,0.358007,32.584159,5/25/2017
1924.28,0.358011,32.584136,5/25/2017
3455.92,0.357794,32.584289,5/25/2017
2569.68,0.357898,32.584213,5/25/2017
3113.05,0.357811,32.58435,5/25/2017
3704.51,0.35781,32.584369,5/25/2017
2207.23,0.357802,32.584377,5/25/2017
1083.48,0.357812,32.584358,5/25/2017
3381.67,0.357822,32.584327,5/25/2017
2507.54,0.357792,32.584369,5/25/2017
3003.76,0.357792,32.584377,5/25/2017
2187.34,0.357803,32.584365,5/25/2017
2191.52,0.357791,32.584369,5/25/2017
2258.11,0.357816,32.584346,5/25/2017
2700.38,0.357679,32.584453,5/25/2017
2008.35,0.357656,32.584476,5/25/2017
647.79,0.357621,32.58448,5/25/2017
639.7,0.357627,32.584468,5/25/2017
538.73,0.357675,32.584537,5/25/2017
1229.55,0.35769,32.584442,5/25/2017
0.62,0.357675,32.584434,5/25/2017
0.62,0.357653,32.584442,5/25/2017
0.62,0.357643,32.584541,5/25/2017
0.62,0.357645,32.584457,5/25/2017
661.46,0.357651,32.584465,5/25/2017
2850.45,0.357652,32.584484,5/25/2017
942.59,0.357665,32.584472,5/25/2017
474.44,0.357656,32.584484,5/25/2017
1167.63,0.357663,32.584503,5/25/2017
427.87,0.357653,32.584594,5/25/2017
604.3,0.357627,32.584529,5/25/2017
439.07,0.35767,32.58459,5/25/2017
385.33,0.357625,32.584522,5/25/2017
1992.3,0.357625,32.584522,5/25/2017
816.72,0.357625,32.584522,5/25/2017
516.87,0.357625,32.584522,5/25/2017
2070.75,0.357625,32.584522,5/25/2017
890.9,0.357625,32.584522,5/25/2017
621.33,0.357625,32.584522,5/25/2017
1121.12,0.357625,32.584522,5/25/2017
1568.17,0.357625,32.584522,5/25/2017
3937.91,0.357625,32.584522,5/25/2017
1373.21,0.357625,32.584522,5/25/2017
568.33,0.357625,32.584522,5/25/2017
1869.11,0.357625,32.584522,5/25/2017
1176.27,0.357625,32.584522,5/25/2017
968.51,0.357625,32.584522,5/25/2017
722.37,0.357625,32.584522,5/25/2017
508.1,0.357625,32.584522,5/25/2017
844.12,0.357625,32.584522,5/25/2017
722.71,0.357625,32.584522,5/25/2017
1179.18,0.357625,32.584522,5/25/2017
996.51,0.357625,32.584522,5/25/2017
889.38,0.357625,32.584522,5/25/2017
731.71,0.357625,32.584522,5/25/2017
1166.33,0.357625,32.584522,5/25/2017
2343.34,0.357625,32.584522,5/25/2017
1893.81,0.357625,32.584522,5/25/2017
2055.33,0.357625,32.584522,5/25/2017
755.22,0.357625,32.584522,5/25/2017
2483.86,0.357625,32.584522,5/25/2017
1390.4,0.357625,32.584522,5/25/2017
1601.29,0.357625,32.584522,5/25/2017
1033.71,0.357625,32.584522,5/25/2017
1263.82,0.357625,32.584522,5/25/2017
2674.54,0.357625,32.584522,5/25/2017
783.45,0.357625,32.584522,5/25/2017
1459.46,0.357625,32.584522,5/25/2017
1010.48,0.357625,32.584522,5/25/2017
1209.95,0.357625,32.584522,5/25/2017
1736.72,0.357625,32.584522,5/25/2017
718.35,0.357625,32.584522,5/25/2017
4715.53,0.357625,32.584522,5/25/2017
202.6,0.357625,32.584522,5/25/2017
739,0.357625,32.584522,5/25/2017
919.42,0.357625,32.584522,5/25/2017
749.93,0.357625,32.584522,5/25/2017
707.58,0.357625,32.584522,5/25/2017
717.95,0.357625,32.584522,5/25/2017
825.13,0.357625,32.584522,5/25/2017
2387.21,0.357625,32.584522,5/25/2017
843.85,0.357625,32.584522,5/25/2017
347.44,0.357625,32.584522,5/25/2017
2171.61,0.357625,32.584522,5/25/2017
695.15,0.357625,32.584522,5/25/2017
816.36,0.357625,32.584522,5/25/2017
1566.74,0.357625,32.584522,5/25/2017
614.31,0.357625,32.584522,5/25/2017
1599.7,0.357625,32.584522,5/25/2017
2074.75,0.357625,32.584522,5/25/2017
158.9,0.357625,32.584522,5/25/2017
2355.83,0.357625,32.584522,5/25/2017
1002.99,0.357625,32.584522,5/25/2017
2433.93,0.357625,32.584522,5/25/2017
848.26,0.357625,32.584522,5/25/2017
1385.05,0.357625,32.584522,5/25/2017
280.88,0.357625,32.584522,5/25/2017
3605.02,0.357625,32.584522,5/25/2017
715.89,0.357625,32.584522,5/25/2017
1395.57,0.357625,32.584522,5/25/2017
780.85,0.357625,32.584522,5/25/2017
2559.48,0.357625,32.584522,5/25/2017
1197.61,0.357625,32.584522,5/25/2017
903.34,0.357625,32.584522,5/25/2017
774.6,0.357625,32.584522,5/25/2017
899.68,0.357625,32.584522,5/25/2017
83.53,0.357625,32.584522,5/25/2017
1011.26,0.357625,32.584522,5/25/2017
2590.43,0.357625,32.584522,5/25/2017
682.7,0.357625,32.584522,5/25/2017
1114.73,0.357625,32.584522,5/25/2017
667.61,0.357625,32.584522,5/25/2017
2154.34,0.357625,32.584522,5/25/2017
719.97,0.357625,32.584522,5/25/2017
2935.95,0.357625,32.584522,5/25/2017
708.47,0.357625,32.584522,5/25/2017
2242.65,0.357625,32.584522,5/25/2017
526.79,0.357625,32.584522,5/25/2017
1338.4,0.357625,32.584522,5/25/2017
812.02,0.357625,32.584522,5/25/2017
702.79,0.357625,32.584522,5/25/2017
1201.4,0.357625,32.584522,5/25/2017
874.44,0.357625,32.584522,5/25/2017
936.92,0.357625,32.584522,5/25/2017
337.94,0.357625,32.584522,5/25/2017
2976.96,0.357625,32.584522,5/25/2017
952.97,0.357625,32.584522,5/25/2017
779.97,0.357625,32.584522,5/25/2017
1513.54,0.357625,32.584522,5/25/2017
717.75,0.357625,32.584522,5/25/2017
954.28,0.357625,32.584522,5/25/2017
1384.21,0.357625,32.584522,5/25/2017
837.16,0.357625,32.584522,5/25/2017
2670.76,0.357625,32.584522,5/25/2017
